,Word,POS,Sentiment
2061,disobey,verb,negative
2062,disown,verb,negative
2063,disorder,noun,negative
2064,disorder,verb,negative
2065,disordered,adj,negative
2066,disorderly,adj,negative
2067,disorganized,adj,negative
2068,disorient,verb,negative
2069,disoriented,adj,negative
2070,disown,verb,negative
2071,disparage,verb,negative
2072,disparaging,adj,negative
2073,disparagingly,anypos,negative
2074,dispensable,adj,negative
2075,dispirit,verb,negative
2076,dispirited,adj,negative
2077,dispiritedly,adverb,negative
2078,dispiriting,anypos,negative
2079,displace,verb,negative
2080,displaced,adj,negative
2081,displease,verb,negative
2082,displeasing,adj,negative
2083,displeasure,adj,negative
2084,displeasure,noun,negative
2085,disposition,noun,neutral
2086,disproportionate,adj,negative
2087,disprove,verb,negative
2088,disputable,anypos,negative
2089,dispute,noun,negative
2090,dispute,verb,negative
2091,disputed,adj,negative
2092,disquiet,verb,negative
2093,disquieting,anypos,negative
2094,disquietingly,anypos,negative
2095,disquietude,noun,negative
2096,disregard,adj,negative
2097,disregard,noun,negative
2098,disregardful,adj,negative
2099,disreputable,adj,negative
2100,disrepute,noun,negative
2101,disrespect,verb,negative
2102,disrespectable,adj,negative
2103,disrespectablity,noun,negative
2104,disrespectful,anypos,negative
2105,disrespectfully,anypos,negative
2106,disrespectfulness,noun,negative
2107,disrespecting,adj,negative
2108,disrespecting,noun,negative
2109,disrupt,verb,negative
2110,disruption,adj,negative
2111,disruption,noun,negative
2112,disruptive,adj,negative
2113,dissatisfaction,adj,negative
2114,dissatisfaction,noun,negative
2115,dissatisfactory,adj,negative
2116,dissatisfied,adj,negative
2117,dissatisfy,verb,negative
2118,dissatisfying,anypos,negative
2119,dissemble,verb,negative
2120,dissembler,noun,negative
2121,dissension,noun,negative
2122,dissent,adj,negative
2123,dissent,noun,negative
2124,dissenter,noun,negative
2125,dissention,noun,negative
2126,disservice,adj,negative
2127,disservice,noun,negative
2128,dissidence,noun,negative
2129,dissident,adj,negative
2130,dissident,noun,negative
2131,dissidents,adj,negative
2132,dissidents,noun,negative
2133,dissocial,adj,negative
2134,dissolute,adj,negative
2135,dissolution,noun,negative
2136,dissonance,noun,negative
2137,dissonant,adj,negative
2138,dissonantly,adverb,negative
2139,dissuade,verb,negative
2140,dissuasive,adj,negative
2141,distaste,noun,negative
2142,distasteful,adj,negative
2143,distastefully,adverb,negative
2144,distinct,adj,positive
2145,distinction,noun,positive
2146,distinctive,adj,positive
2147,distinctive,adj,positive
2148,distinctive,noun,positive
2149,distinctly,adj,neutral
2150,distinguish,verb,positive
2151,distinguished,adj,positive
2152,distort,verb,negative
2153,distortion,adj,negative
2154,distortion,noun,negative
2155,distract,verb,negative
2156,distracting,adj,negative
2157,distraction,adj,negative
2158,distraction,noun,negative
2159,distraught,adj,negative
2160,distraughtly,anypos,negative
2161,distraughtness,noun,negative
2162,distress,verb,negative
2163,distressed,adj,negative
2164,distressing,adj,negative
2165,distressingly,anypos,negative
2166,distrust,verb,negative
2167,distrustful,adj,negative
2168,distrusting,anypos,negative
2169,disturb,verb,negative
2170,disturbed,adj,negative
2171,disturbed-let,adj,negative
2172,disturbed-let,noun,negative
2173,disturbing,anypos,negative
2174,disturbingly,anypos,negative
2175,disunity,noun,negative
2176,disvalue,noun,negative
2177,divergent,adj,negative
2178,diversified,adj,positive
2179,divide,verb,negative
2180,divided,adj,negative
2181,divine,adj,positive
2182,divine,anypos,positive
2183,divinely,anypos,positive
2184,division,noun,negative
2185,divisive,adj,negative
2186,divisively,adverb,negative
2187,divisiveness,noun,negative
2188,divorce,noun,negative
2189,divorce,verb,negative
2190,divorced,adj,negative
2191,dizzy,adj,negative
2192,dizzing,adj,negative
2193,dizzingly,adverb,negative
2194,doddering,adj,negative
2195,dodge,adj,positive
2196,dodge,noun,positive
2197,dodgey,adj,negative
2198,dogged,adj,negative
2199,doggedly,adverb,negative
2200,dogmatic,adj,negative
2201,doldrums,noun,negative
2202,dominance,adj,negative
2203,dominance,noun,negative
2204,dominant,adj,neutral
2205,dominant,noun,neutral
2206,dominate,verb,negative
2207,domination,adj,negative
2208,domination,noun,negative
2209,domineer,verb,negative
2210,domineering,adj,negative
2211,domineering,noun,negative
2212,doom,verb,negative
2213,doomsday,adj,negative
2214,doomsday,noun,negative
2215,dope,noun,negative
2216,dote,verb,positive
2217,dotingly,adverb,positive
2218,doubt,noun,negative
2219,doubt,verb,negative
2220,doubtful,adj,negative
2221,doubtfully,adverb,negative
2222,doubtless,adverb,positive
2223,doubts,adj,negative
2224,doubts,noun,negative
2225,down,noun,negative
2226,downbeat,adj,negative
2227,downcast,adj,negative
2228,downer,noun,negative
2229,downfall,noun,negative
2230,downfallen,noun,negative
2231,downgrade,verb,negative
2232,downhearted,adj,negative
2233,downheartedly,adverb,negative
2234,downright,anypos,neutral
2235,downside,noun,negative
2236,drab,adj,negative
2237,draconian,adj,negative
2238,draconic,adj,negative
2239,dragon,noun,negative
2240,dragons,adj,negative
2241,dragons,noun,negative
2242,dragoon,verb,negative
2243,drain,adj,negative
2244,drain,noun,negative
2245,drama,adj,negative
2246,drama,noun,negative
2247,dramatic,adj,neutral
2248,dramatically,anypos,neutral
2249,drastic,adj,negative
2250,drastically,adj,negative
2251,dread,anypos,negative
2252,dread,verb,negative
2253,dreadful,anypos,negative
2254,dreadfully,anypos,negative
2255,dreadfulness,noun,negative
2256,dream,adj,positive
2257,dream,noun,positive
2258,dream,verb,positive
2259,dreamland,noun,positive
2260,dreams,adj,positive
2261,dreams,noun,positive
2262,dreamy,adj,positive
2263,dreary,adj,negative
2264,drive,noun,positive
2265,driven,adj,positive
2266,drones,adj,negative
2267,drones,noun,negative
2268,droop,verb,negative
2269,drought,adj,negative
2270,drought,noun,negative
2271,drowning,anypos,negative
2272,drunk,adj,negative
2273,drunkard,noun,negative
2274,drunken,adj,negative
2275,dubious,adj,negative
2276,dubiously,adverb,negative
2277,dubitable,adj,negative
2278,dud,anypos,negative
2279,dull,adj,negative
2280,dullard,noun,negative
2281,dumb,adj,negative
2282,dumb,noun,negative
2283,dumbfound,verb,negative
2284,dumbfounded,adj,negative
2285,dummy,noun,negative
2286,dump,noun,negative
2287,dunce,noun,negative
2288,dungeon,noun,negative
2289,dungeons,adj,negative
2290,dungeons,noun,negative
2291,dupe,verb,negative
2292,durable,adj,positive
2293,durability,noun,positive
2294,dusty,adj,negative
2295,duty,noun,neutral
2296,dwindle,verb,negative
2297,dwindling,adj,negative
2298,dynamic,adj,positive
2299,dying,anypos,negative
2300,eager,adj,positive
2301,eagerly,anypos,positive
2302,eagerness,noun,positive
2303,earnest,adj,positive
2304,earnestly,anypos,positive
2305,earnestness,anypos,positive
2306,earsplitting,adj,negative
2307,ease,noun,positive
2308,ease,verb,positive
2309,easier,anypos,positive
2310,easiest,anypos,positive
2311,easily,anypos,positive
2312,easiness,anypos,positive
2313,easy,adj,positive
2314,easygoing,adj,positive
2315,ebullience,noun,positive
2316,ebullient,adj,positive
2317,ebulliently,anypos,positive
2318,eccentric,adj,negative
2319,eccentricity,noun,negative
2320,eclectic,adj,positive
2321,economical,adj,positive
2322,ecstasies,noun,positive
2323,ecstasy,noun,positive
2324,ecstatic,adj,positive
2325,ecstatically,anypos,positive
2326,edgy,adj,negative
2327,edify,verb,positive
2328,educable,adj,positive
2329,educated,adj,positive
2330,educational,adj,positive
2331,effective,adj,positive
2332,effectively,adverb,neutral
2333,effectiveness,noun,positive
2334,effectual,adj,positive
2335,efficacious,adj,positive
2336,efficiency,noun,positive
2337,efficient,adj,positive
2338,effigy,noun,negative
2339,effortless,adj,positive
2340,effortlessly,adverb,positive
2341,effrontery,anypos,negative
2342,effusion,noun,positive
2343,effusive,adj,positive
2344,effusively,anypos,positive
2345,effusiveness,noun,positive
2346,egalitarian,adj,positive
2347,ego,adj,negative
2348,ego,noun,negative
2349,egocentric,adj,negative
2350,egomania,noun,negative
2351,egotism,noun,negative
2352,egotistical,adj,negative
2353,egotistically,adverb,negative
2354,egregious,adj,negative
2355,egregiously,anypos,negative
2356,ejaculate,verb,negative
2357,elaborate,adj,neutral
2358,elan,noun,positive
2359,elate,verb,positive
2360,elated,adj,positive
2361,elatedly,adverb,positive
2362,elation,noun,positive
2363,election-rigger,adj,negative
2364,election-rigger,noun,negative
2365,electrification,adj,positive
2366,electrification,noun,positive
2367,electrify,verb,positive
2368,elegance,noun,positive
2369,elegant,adj,positive
2370,elegantly,adverb,positive
2371,elevate,verb,positive
2372,elevated,adj,positive
2373,eligible,adj,positive
2374,eliminate,verb,negative
2375,elimination,noun,negative
2376,elite,anypos,positive
2377,eloquence,noun,positive
2378,eloquent,adj,positive
2379,eloquently,anypos,positive
2380,else,anypos,neutral
2381,emaciated,anypos,negative
2382,emancipate,verb,positive
2383,emasculate,verb,negative
2384,embarrass,verb,negative
2385,embarrassing,anypos,negative
2386,embarrassingly,anypos,negative
2387,embarrassment,noun,negative
2388,embattled,adj,negative
2389,embellish,verb,positive
2390,embodiment,noun,neutral
2391,embolden,verb,positive
2392,embrace,verb,positive
2393,embroil,verb,negative
2394,embroiled,adj,negative
2395,embroilment,noun,negative
2396,eminence,noun,positive
2397,eminent,adj,positive
2398,emotion,adj,neutral
2399,emotion,noun,neutral
2400,emotional,adj,negative
2401,emotions,adj,neutral
2402,emotions,noun,neutral
2403,empathize,verb,negative
2404,empathy,noun,negative
2405,emphasise,adj,neutral
2406,emphasise,noun,neutral
2407,emphatic,anypos,negative
2408,emphatically,anypos,negative
2409,empower,verb,positive
2410,empowerment,noun,positive
2411,emptiness,adj,negative
2412,emptiness,noun,negative
2413,empty,adj,negative
2414,enable,verb,positive
2415,enchant,verb,positive
2416,enchanted,anypos,positive
2417,enchanting,anypos,positive
2418,enchantingly,anypos,positive
2419,encourage,verb,positive
2420,encouragement,adj,positive
2421,encouragement,noun,positive
2422,encouraging,adj,positive
2423,encouraging,noun,positive
2424,encouragingly,anypos,positive
2425,encroach,verb,negative
2426,encroachment,noun,negative
2427,endanger,verb,negative
2428,endear,verb,positive
2429,endearing,adj,positive
2430,endless,adj,negative
2431,endorse,verb,positive
2432,endorsement,adj,positive
2433,endorsement,noun,positive
2434,endorser,noun,positive
2435,endurable,adj,positive
2436,endure,verb,positive
2437,enduring,adj,positive
2438,enemies,adj,negative
2439,enemies,noun,negative
2440,enemy,noun,negative
2441,energetic,adj,positive
2442,energetic,noun,positive
2443,energize,verb,positive
2444,enervate,verb,negative
2445,enfeeble,verb,negative
2446,enflame,verb,negative
2447,engage,verb,neutral
2448,engaging,adj,positive
2449,engross,verb,neutral
2450,engrossing,anypos,positive
2451,engulf,verb,negative
2452,enhance,verb,positive
2453,enhanced,adj,positive
2454,enhancement,noun,positive
2455,enjoin,verb,negative
2456,enjoy,verb,positive
2457,enjoyable,adj,positive
2458,enjoyably,adverb,positive
2459,enjoyment,noun,positive
2460,enlighten,verb,positive
2461,enlightenment,noun,positive
2462,enliven,verb,positive
2463,enmity,noun,negative
2464,ennoble,verb,positive
2465,enormities,noun,negative
2466,enormity,noun,negative
2467,enormous,anypos,negative
2468,enormously,anypos,negative
2469,enough,anypos,neutral
2470,enrage,verb,negative
2471,enraged,adj,negative
2472,enrapt,adj,positive
2473,enrapture,verb,positive
2474,enraptured,anypos,positive
2475,enrich,verb,positive
2476,enrichment,noun,positive
2477,enslave,verb,negative
2478,ensure,verb,positive
2479,entangle,verb,negative
2480,entanglement,noun,negative
2481,enterprising,adj,positive
2482,entertain,verb,positive
2483,entertaining,adj,positive
2484,enthral,verb,positive
2485,enthrall,verb,positive
2486,enthralled,anypos,positive
2487,enthuse,verb,positive
2488,enthusiasm,noun,positive
2489,enthusiast,noun,positive
2490,enthusiastic,adj,positive
2491,enthusiastically,adverb,positive
2492,entice,verb,positive
2493,enticing,anypos,positive
2494,enticingly,anypos,positive
2495,entire,anypos,neutral
2496,entirely,anypos,neutral
2497,entrance,verb,positive
2498,entranced,anypos,positive
2499,entrancing,adj,positive
2500,entrap,verb,negative
2501,entrapment,noun,negative
2502,entreat,verb,positive
2503,entreatingly,anypos,positive
2504,entrenchment,adj,neutral
2505,entrenchment,noun,neutral
2506,entrust,verb,positive
2507,enviable,adj,positive
2508,enviably,anypos,positive
2509,envious,adj,negative
2510,enviously,anypos,negative
2511,enviousness,noun,negative
2512,envision,verb,positive
2513,envisions,adj,positive
2514,envisions,noun,positive
2515,envy,noun,negative
2516,envy,verb,negative
2517,epic,adj,positive
2518,epidemic,adj,negative
2519,epitome,noun,positive
2520,equality,adj,positive
2521,equality,noun,positive
2522,equitable,adj,positive
2523,equivocal,adj,negative
2524,eradicate,verb,negative
2525,erase,verb,negative
2526,erode,verb,negative
2527,erosion,noun,negative
2528,err,verb,negative
2529,errant,adj,negative
2530,erratic,adj,negative
2531,erratically,adverb,negative
2532,erroneous,adj,negative
2533,erroneous,anypos,negative
2534,erroneously,anypos,negative
2535,error,adj,negative
2536,error,noun,negative
2537,erudite,adj,positive
2538,escapade,noun,negative
2539,eschew,verb,negative
2540,esoteric,adj,negative
2541,essential,adj,positive
2542,especially,anypos,positive
2543,esteem,noun,positive
2544,esteem,verb,positive
2545,estranged,adj,negative
2546,established,adj,positive
2547,eternal,adj,negative
2548,eternity,adj,positive
2549,eternity,noun,positive
2550,ethical,adj,positive
2551,eulogize,verb,positive
2552,euphoria,noun,positive
2553,euphoric,adj,positive
2554,euphorically,anypos,positive
2555,evaluate,verb,neutral
2556,evaluation,adj,neutral
2557,evaluation,noun,neutral
2558,evade,verb,negative
2559,evasion,noun,negative
2560,evasive,adj,negative
2561,even,adverb,positive
2562,evenly,adverb,positive
2563,eventful,adj,positive
2564,everlasting,adj,positive
2565,evident,anypos,positive
2566,evidently,anypos,positive
2567,evil,adj,negative
2568,evil,noun,negative
2569,evildoer,noun,negative
2570,evils,adj,negative
2571,evils,noun,negative
2572,eviscerate,verb,negative
2573,evocative,adj,positive
2574,exacerbate,verb,negative
2575,exact,adj,neutral
2576,exacting,adj,negative
2577,exactly,anypos,neutral
2578,exaggerate,verb,negative
2579,exaggeration,adj,negative
2580,exaggeration,noun,negative
2581,exalt,adj,positive
2582,exalt,verb,positive
2583,exaltation,noun,positive
2584,exalted,adj,positive
2585,exaltedly,adverb,positive
2586,exalting,adj,positive
2587,exaltingly,anypos,positive
2588,exasperate,verb,negative
2589,exasperation,noun,negative
2590,exasperating,adj,negative
2591,exasperatingly,anypos,negative
2592,exceed,verb,positive
2593,exceeding,adj,positive
2594,exceedingly,anypos,positive
2595,excel,verb,positive
2596,excellence,noun,positive
2597,excellency,noun,positive
2598,excellent,anypos,positive
2599,excellently,anypos,positive
2600,exceptional,anypos,positive
2601,exceptionally,anypos,positive
2602,excessive,adj,negative
2603,excessively,adj,negative
2604,excite,verb,positive
2605,excited,adj,positive
2606,excitedly,anypos,positive
2607,excitedness,noun,positive
2608,excitement,noun,positive
2609,exciting,adj,positive
2610,excitingly,adverb,positive
2611,exclaim,verb,negative
2612,exclude,verb,negative
2613,exclusion,noun,negative
2614,exclusive,adj,positive
2615,exclusively,adj,neutral
2616,excoriate,verb,negative
2617,excruciating,anypos,negative
2618,excruciatingly,anypos,negative
2619,excusable,adj,positive
2620,excusable,noun,positive
2621,excuse,adj,negative
2622,excuse,noun,negative
2623,excuse,verb,positive
2624,excuses,adj,negative
2625,excuses,noun,negative
2626,execrate,verb,negative
2627,exemplar,noun,positive
2628,exemplary,adj,positive
2629,exhaust,verb,negative
2630,exhaustion,noun,negative
2631,exhaustive,adj,positive
2632,exhaustively,adverb,positive
2633,exhilarate,verb,positive
2634,exhilarating,anypos,positive
2635,exhilaratingly,anypos,positive
2636,exhilaration,noun,positive
2637,exhort,verb,negative
2638,exile,verb,negative
2639,exonerate,verb,positive
2640,exorbitant,adj,negative
2641,exorbitantance,noun,negative
2642,exorbitantly,anypos,negative
2643,expansive,adj,positive
2644,expectation,adj,neutral
2645,expectation,noun,neutral
2646,expedient,adj,negative
2647,expediencies,adj,negative
2648,expediencies,noun,negative
2649,expel,verb,negative
2650,expensive,adj,negative
2651,expensive,noun,negative
2652,experienced,adj,positive
2653,expert,adj,positive
2654,expertly,adverb,positive
2655,expire,verb,negative
2656,explicit,adj,positive
2657,explicitly,adverb,positive
2658,explode,verb,negative
2659,exploit,verb,negative
2660,exploitation,adj,negative
2661,exploitation,noun,negative
2662,expose,verb,negative
2663,exposed,adj,negative
2664,explosive,adj,negative
2665,expound,verb,neutral
2666,expression,adj,neutral
2667,expression,noun,neutral
2668,expressions,adj,neutral
2669,expressions,noun,neutral
2670,expressive,adj,positive
2671,expropriate,adj,negative
2672,expropriate,noun,negative
2673,expropriation,adj,negative
2674,expropriation,noun,negative
2675,expulse,verb,negative
2676,expunge,verb,negative
2677,exquisite,adj,positive
2678,exquisitely,adverb,positive
2679,extemporize,verb,neutral
2680,extensive,adj,neutral
2681,extensively,anypos,neutral
2682,exterminate,verb,negative
2683,extermination,noun,negative
2684,extinguish,verb,negative
2685,extol,verb,positive
2686,extoll,verb,positive
2687,extort,verb,negative
2688,extortion,noun,negative
2689,extraneous,adj,negative
2690,extraordinarily,anypos,positive
2691,extraordinary,anypos,positive
2692,extravagance,noun,negative
2693,extravagant,adj,negative
2694,extravagantly,anypos,negative
2695,extreme,adj,negative
2696,extreme,anypos,negative
2697,extremely,anypos,negative
2698,extremism,adj,negative
2699,extremism,noun,negative
2700,extremist,adj,negative
2701,extremists,adj,negative
2702,extremists,noun,negative
2703,exuberance,noun,positive
2704,exuberant,adj,positive
2705,exuberantly,anypos,positive
2706,exult,verb,positive
2707,exultation,noun,positive
2708,exultingly,anypos,positive
2709,eyebrows,adj,neutral
2710,eyebrows,noun,neutral
2711,fabricate,verb,negative
2712,fabrication,noun,negative
2713,fabulous,adj,positive
2714,fabulously,anypos,positive
2715,facetious,adj,negative
2716,facetiously,adverb,negative
2717,facilitate,verb,positive
2718,fact,anypos,neutral
2719,facts,anypos,neutral
2720,factual,anypos,neutral
2721,fading,anypos,negative
2722,fail,verb,negative
2723,failing,noun,negative
2724,failure,adj,negative
2725,failure,noun,negative
2726,failures,adj,negative
2727,failures,noun,negative
2728,faint,adj,negative
2729,fainthearted,adj,negative
2730,fair,adj,positive
2731,fair,noun,positive
2732,fairly,adverb,positive
2733,fairness,adj,positive
2734,fairness,noun,positive
2735,faith,adj,positive
2736,faith,noun,positive
2737,faithful,adj,positive
2738,faithful,noun,positive
2739,faithfully,anypos,positive
2740,faithfulness,noun,positive
2741,faithless,adj,negative
2742,fake,adj,negative
2743,fall,verb,negative
2744,fallacies,adj,negative
2745,fallacies,noun,negative
2746,fallacious,adj,negative
2747,fallaciously,adverb,negative
2748,fallaciousness,noun,negative
2749,fallacy,noun,negative
2750,fallout,noun,negative
2751,FALSE,adj,negative
2752,FALSE,anypos,negative
2753,falsehood,noun,negative
2754,falsely,anypos,negative
2755,falsify,verb,negative
2756,falter,verb,negative
2757,famed,adj,positive
2758,familiar,adj,neutral
2759,familiar,anypos,neutral
2760,fame,noun,positive
2761,famed,adj,positive
2762,famine,noun,negative
2763,famished,adj,negative
2764,famous,adj,positive
2765,famously,adj,positive
2766,fanatic,noun,negative
2767,fanatical,adj,negative
2768,fanatically,anypos,negative
2769,fanaticism,noun,negative
2770,fanatics,noun,negative
2771,fanciful,adj,negative
2772,fancy,adj,positive
2773,fancy,verb,positive
2774,fanfare,adj,positive
2775,fanfare,noun,positive
2776,fantastic,anypos,positive
2777,fantastically,anypos,positive
2778,fantasy,adj,positive
2779,fantasy,noun,positive
2780,far-fetched,adj,negative
2781,far-reaching,adj,neutral
2782,farfetched,adj,negative
2783,farce,noun,negative
2784,farcical,anypos,negative
2785,farcical-yet-provocative,adj,negative
2786,farcically,anypos,negative
2787,farsighted,adj,positive
2788,fascinate,verb,positive
2789,fascinating,anypos,positive
2790,fascinatingly,anypos,positive
2791,fascination,anypos,positive
2792,fascism,adj,negative
2793,fascism,noun,negative
2794,fascist,anypos,negative
2795,fashionable,adj,positive
2796,fashionably,adverb,positive
2797,fast,adj,neutral
2798,fast-growing,adj,positive
2799,fast-paced,adj,positive
2800,fastest-growing,adj,positive
2801,fastidious,adj,negative
2802,fastidiously,adverb,negative
2803,fastuous,adj,negative
2804,fat,adj,negative
2805,fatal,adj,negative
2806,fatalistic,adj,negative
2807,fatalistically,adverb,negative
2808,fatally,adverb,negative
2809,fateful,adj,negative
2810,fatefully,adverb,negative
2811,fathom,verb,positive
2812,fathomless,adj,negative
2813,fatigue,noun,negative
2814,fatty,adj,negative
2815,fatuity,noun,negative
2816,fatuous,adj,negative
2817,fatuously,adverb,negative
2818,fault,verb,negative
2819,faulty,adj,negative
2820,favor,adj,positive
2821,favor,noun,positive
2822,favor,verb,positive
2823,favorable,adj,positive
2824,favorable,anypos,positive
2825,favored,adj,positive
2826,favorite,adj,positive
2827,fawn,verb,both
2828,fawningly,adverb,negative
2829,favour,noun,positive
2830,faze,verb,negative
2831,fear,noun,negative
2832,fear,verb,negative
2833,fearful,adj,negative
2834,fearfully,anypos,negative
2835,fearless,adj,positive
2836,fearlessly,adverb,positive
2837,fears,adj,negative
2838,fears,noun,negative
2839,fearsome,adj,negative
2840,feasible,adj,positive
2841,feasibly,adverb,positive
2842,feat,noun,positive
2843,featly,anypos,positive
2844,feckless,adj,negative
2845,feeble,adj,negative
2846,feeblely,adj,negative
2847,feebleminded,adj,negative
2848,feel,anypos,neutral
2849,feels,anypos,neutral
2850,felt,verb,neutral
2851,feeling,adj,neutral
2852,feeling,noun,neutral
2853,feeling,verb,neutral
2854,feelings,adj,neutral
2855,feelings,noun,neutral
2856,feign,verb,negative
2857,feint,noun,negative
2858,feisty,adj,positive
2859,feisty,noun,positive
2860,felicitate,verb,positive
2861,felicitous,adj,positive
2862,felicity,noun,positive
2863,fell,adj,negative
2864,felon,noun,negative
2865,felonious,adj,negative
2866,ferocious,adj,negative
2867,ferociously,adverb,negative
2868,ferocity,noun,negative
2869,fertile,adj,positive
2870,fertile,noun,positive
2871,fervent,adj,positive
2872,fervently,anypos,positive
2873,fervid,adj,positive
2874,fervidly,anypos,positive
2875,fervor,noun,positive
2876,feverish,adj,negative
2877,festive,adj,positive
2878,fetid,adj,negative
2879,fever,noun,negative
2880,fiasco,noun,negative
2881,fiat,adj,negative
2882,fiat,noun,negative
2883,fib,noun,negative
2884,fib,verb,negative
2885,fibber,noun,negative
2886,fickle,adj,negative
2887,fiction,adj,negative
2888,fiction,noun,negative
2889,fictional,adj,negative
2890,fictitious,adj,negative
2891,fidelity,noun,positive
2892,fidget,verb,negative
2893,fidgety,adj,negative
2894,fiend,noun,negative
2895,fiendish,adj,negative
2896,fierce,adj,negative
2897,fiery,adj,positive
2898,fight,adj,negative
2899,fight,noun,negative
2900,figurehead,adj,negative
2901,figurehead,noun,negative
2902,filth,noun,negative
2903,filthy,adj,negative
2904,finagle,verb,negative
2905,finally,anypos,neutral
2906,fine,adj,positive
2907,fine,verb,negative
2908,finely,adj,positive
2909,firm,adj,neutral
2910,firm,noun,neutral
2911,firmly,adverb,neutral
2912,first-class,adj,positive
2913,first-rate,adj,positive
2914,fissures,adj,negative
2915,fissures,noun,negative
2916,fist,noun,negative
2917,fit,adj,positive
2918,fitting,adj,positive
2919,fixer,adj,neutral
2920,fixer,noun,neutral
2921,flabbergast,verb,negative
2922,flabbergasted,anypos,negative
2923,flagging,adj,negative
2924,flagrant,anypos,negative
2925,flagrantly,anypos,negative
2926,flair,noun,positive
2927,flak,adj,negative
2928,flak,noun,negative
2929,flake,noun,negative
2930,flakey,adj,negative
2931,flaky,adj,negative
2932,flame,adj,positive
2933,flame,noun,positive
2934,flash,adj,negative
2935,flash,noun,negative
2936,flashy,anypos,negative
2937,flat-out,anypos,negative
2938,flatter,verb,positive
2939,flattering,adj,positive
2940,flatteringly,adverb,positive
2941,flaunt,verb,negative
2942,flaw,adj,negative
2943,flaw,noun,negative
2944,flaws,noun,negative
2945,flawed,adj,negative
2946,flawed,noun,negative
2947,flawless,adj,positive
2948,flawlessly,adverb,positive
2949,fleer,verb,negative
2950,fleeting,adj,negative
2951,flexible,adj,positive
2952,flighty,adj,negative
2953,flimflam,noun,negative
2954,flimsy,adj,negative
2955,flirt,verb,negative
2956,flirty,anypos,negative
2957,floor,verb,neutral
2958,floored,anypos,negative
2959,flounder,verb,negative
2960,floundering,anypos,negative
2961,flourish,adj,positive
2962,flourishing,adj,positive
2963,flout,verb,negative
2964,fluent,adj,positive
2965,fluster,verb,negative
2966,foe,noun,negative
2967,fond,adj,positive
2968,fondly,adverb,positive
2969,fondness,noun,positive
2970,fool,anypos,negative
2971,foolhardy,adj,negative
2972,foolish,anypos,negative
2973,foolishly,anypos,negative
2974,foolishness,noun,negative
2975,foolproof,adj,positive
2976,forbid,adj,negative
2977,forbidden,adj,negative
2978,forbidding,adj,negative
2979,forbidding,noun,negative
2980,force,verb,negative
2981,forceful,adj,negative
2982,foreboding,adj,negative
2983,forebodingly,adverb,negative
2984,foremost,adj,positive
2985,forsee,noun,neutral
2986,foresight,noun,positive
2987,foretell,verb,neutral
2988,forfeit,verb,negative
2989,forgave,verb,positive
2990,forged,adj,negative
2991,forget,verb,negative
2992,forgetful,anypos,negative
2993,forgetfully,anypos,negative
2994,forgetfulness,noun,negative
2995,forgive,verb,positive
2996,forgiven,adj,positive
2997,forgiveness,noun,positive
2998,forgiving,anypos,positive
2999,forgivingly,anypos,positive
3000,forlorn,adj,negative
3001,forlornly,adverb,negative
3002,formidable,adj,negative
3003,forsake,verb,negative
3004,forsaken,anypos,negative
3005,forswear,verb,negative
3006,forthright,adj,neutral
3007,fortitude,noun,positive
3008,fortress,adj,neutral
3009,fortress,noun,neutral
3010,fortuitous,adj,positive
3011,fortuitously,adj,positive
3012,fortunate,adj,positive
3013,fortunate,anypos,positive
3014,fortunately,anypos,positive
3015,fortune,adj,positive
3016,fortune,noun,positive
3017,foul,adj,negative
3018,foul,adverb,negative
3019,foul,verb,negative
3020,foully,adverb,negative
3021,foulness,noun,negative
3022,fractious,adj,negative
3023,fractiously,anypos,negative
3024,fracture,noun,negative
3025,fracture,verb,negative
3026,fragile,adj,negative
3027,fragile,noun,negative
3028,fragmented,adj,negative
3029,fragrant,adj,positive
3030,frail,adj,negative
3031,frank,adj,positive
3032,frankly,anypos,neutral
3033,frantic,adj,negative
3034,frantically,anypos,negative
3035,franticly,anypos,negative
3036,fraternize,verb,negative
3037,fraud,adj,negative
3038,fraud,noun,negative
3039,fraudulent,adj,negative
3040,fraught,adj,negative
3041,fraught,noun,negative
3042,freak,noun,negative
3043,freak,verb,negative
3044,freakish,adj,negative
3045,freakish,anypos,negative
3046,freakish,anypos,negative
3047,freakishly,anypos,negative
3048,frazzle,noun,negative
3049,frazzle,verb,negative
3050,frazzled,adj,negative
3051,free,adj,positive
3052,freedom,adj,positive
3053,freedom,noun,positive
3054,freedoms,adj,positive
3055,freedoms,noun,positive
3056,frenetic,adj,negative
3057,frenetically,anypos,negative
3058,frenzied,adj,negative
3059,frenzy,noun,negative
3060,frequent,adj,neutral
3061,fresh,adj,positive
3062,fret,verb,negative
3063,fretful,adj,negative
3064,friction,adj,negative
3065,friction,noun,negative
3066,frictions,adj,negative
3067,frictions,noun,negative
3068,friend,adj,positive
3069,friend,noun,positive
3070,friendliness,adj,positive
3071,friendliness,noun,positive
3072,friendly,adj,positive
3073,friends,adj,positive
3074,friends,noun,positive
3075,friendship,adj,positive
3076,friendship,noun,positive
3077,friggin,anypos,negative
3078,fright,anypos,negative
3079,fright,noun,negative
3080,frighten,verb,negative
3081,frightening,adj,negative
3082,frighteningly,adj,negative
3083,frighteningly,anypos,negative
3084,frightful,adj,negative
3085,frightfully,anypos,negative
3086,frigid,adj,negative
3087,frivolous,adj,negative
